confidence,person_f1
0.0,0.27437244600116756
0.001001001001001001,0.27453008481840435
0.002002002002002002,0.3577639108686676
0.003003003003003003,0.4253127302870741
0.004004004004004004,0.47657383489638977
0.005005005005005005,0.5055891682385282
0.006006006006006006,0.533855642431568
0.007007007007007007,0.5626794837659365
0.008008008008008008,0.5809241549528933
0.009009009009009009,0.6011613214295327
0.01001001001001001,0.6096210078112118
0.011011011011011011,0.623493983080267
0.012012012012012012,0.6316157236171592
0.013013013013013013,0.644790747807564
0.014014014014014014,0.6543623624891434
0.015015015015015015,0.6671048695431506
0.016016016016016016,0.6805685722092039
0.017017017017017015,0.6862291719989215
0.018018018018018018,0.694180137830064
0.01901901901901902,0.7083626394340194
0.02002002002002002,0.716155474807462
0.02102102102102102,0.7203022385054589
0.022022022022022022,0.7241553900322409
0.023023023023023025,0.7271822560737953
0.024024024024024024,0.7325802699271045
0.025025025025025023,0.7371952860240325
0.026026026026026026,0.7421055273768885
0.02702702702702703,0.7470601288109362
0.028028028028028028,0.7520664948594782
0.029029029029029027,0.7527781570349589
0.03003003003003003,0.7551640046263907
0.031031031031031032,0.7603066332915387
0.03203203203203203,0.7646578328717938
0.03303303303303303,0.767464731316137
0.03403403403403403,0.771069583858752
0.035035035035035036,0.7729697410013143
0.036036036036036036,0.7796746827315533
0.037037037037037035,0.785836616658189
0.03803803803803804,0.7897386644068258
0.03903903903903904,0.7966649937621709
0.04004004004004004,0.7979265750318139
0.04104104104104104,0.801266126993089
0.04204204204204204,0.8070022378404582
0.043043043043043044,0.8097657037903699
0.044044044044044044,0.8116148970844528
0.04504504504504504,0.8137246179106159
0.04604604604604605,0.8160752741819403
0.04704704704704705,0.8164661679233062
0.04804804804804805,0.8168568036288674
0.04904904904904905,0.8172471815540404
0.050050050050050046,0.8205578000146951
0.05105105105105105,0.8222077921865677
0.05205205205205205,0.8230436848561941
0.05305305305305305,0.824074872285821
0.05405405405405406,0.8247632732096758
0.055055055055055056,0.8256291112490498
0.056056056056056056,0.8272435208353018
0.057057057057057055,0.8279074642162321
0.058058058058058054,0.829240006362309
0.05905905905905906,0.8307962529411163
0.06006006006006006,0.8317459035577334
0.06106106106106106,0.8324990517501751
0.062062062062062065,0.8337308730598184
0.06306306306306306,0.835240237411153
0.06406406406406406,0.8374667663886779
0.06506506506506507,0.8404615688077417
0.06606606606606606,0.8436820139332647
0.06706706706706707,0.8446784393593209
0.06806806806806806,0.8460086837505744
0.06906906906906907,0.8452447922623598
0.07007007007007007,0.8444803528263205
0.07107107107107107,0.8467012351360033
0.07207207207207207,0.8488505200879054
0.07307307307307308,0.8497891323013447
0.07407407407407407,0.8513110543272795
0.07507507507507508,0.8523504480031784
0.07607607607607608,0.8529232377028448
0.07707707707707707,0.8543615838459047
0.07807807807807808,0.8559376318811386
0.07907907907907907,0.8569525923983369
0.08008008008008008,0.8598327833447785
