metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,metrics/mAP50_person,metrics/mAP50-95_person
0.9453865134413318,0.9576025065695051,0.988418474151807,0.699709492283077,0.7285803904699499,0.988418474151807,0.699709492283077
