confidence,person_f1,people_f1,cyclist_f1
0.0,0.33575833671849037,0.18508217446270545,0.3840894965817278
0.001001001001001001,0.33589144817773353,0.18511109802168418,0.38411378415498443
0.002002002002002002,0.4275503434167267,0.26351976770613195,0.48671748885616545
0.003003003003003003,0.48626040500692824,0.3226044485864816,0.5487436906076985
0.004004004004004004,0.5272336320797409,0.36999012627433,0.5985042091409553
0.005005005005005005,0.56017177670935,0.4094600590440509,0.6249981924061194
0.006006006006006006,0.5855273319293007,0.44081630312565767,0.653703925361769
0.007007007007007007,0.6059921291928961,0.4671611149187428,0.6738458200694962
0.008008008008008008,0.623304301899658,0.49786361730982315,0.6945843726019014
0.009009009009009009,0.6392702555883806,0.517632249188533,0.7062924132804932
0.01001001001001001,0.6537099187189293,0.5355368951477444,0.7174291028596149
0.011011011011011011,0.6661140834793983,0.5535910294232786,0.7299890741391293
0.012012012012012012,0.6773146494499975,0.5656584253272035,0.7391870786158933
0.013013013013013013,0.6866455864231438,0.5785595917170501,0.7482295433819616
0.014014014014014014,0.6949393771130277,0.5893345729572792,0.7568118077299987
0.015015015015015015,0.7021153931530596,0.6012967064439859,0.7612350762153579
0.016016016016016016,0.709645220938874,0.6102917732343023,0.7700855859633573
0.017017017017017015,0.716425746950474,0.6204391568680819,0.7732546554692897
0.018018018018018018,0.7225422591567995,0.6273634224734113,0.7749791540369477
0.01901901901901902,0.728895177681325,0.6361836232751735,0.7757554165781061
0.02002002002002002,0.7342460182795223,0.6442851255072892,0.7787454514219228
0.02102102102102102,0.7394471779079409,0.6527243085987504,0.7820266444059503
0.022022022022022022,0.744754906020122,0.658780282815435,0.7876792203451082
0.023023023023023025,0.7495267532818771,0.6660825472834927,0.7910676253114701
0.024024024024024024,0.7533047375433746,0.6713308543092328,0.7947029680045529
0.025025025025025023,0.757997575016744,0.6764493310334797,0.7964858788732808
0.026026026026026026,0.7617682590153975,0.6806672191806539,0.7983458713497016
0.02702702702702703,0.7647459102755099,0.6871757884435534,0.8033186344215253
0.028028028028028028,0.7679410547154184,0.6915417595816752,0.8067087550696506
0.029029029029029027,0.7717064515961978,0.6958780171679899,0.8143951102350668
0.03003003003003003,0.7748657773674941,0.7034867108598225,0.8149522017625397
0.031031031031031032,0.7788441310763252,0.7085454456316668,0.8157711931483862
0.03203203203203203,0.7826587294204842,0.7110988197497715,0.8179361633568167
0.03303303303303303,0.7859744135825126,0.7149212232775676,0.8194157080371542
0.03403403403403403,0.7890401991622107,0.7194450629878893,0.8208153815272025
0.035035035035035036,0.7920336979431385,0.7225828079057062,0.8212673292047197
0.036036036036036036,0.7949116847421024,0.7262859457342116,0.8216913708358281
0.037037037037037035,0.7978625897902132,0.728145722908334,0.8212515764593563
0.03803803803803804,0.8006746744731315,0.7308907904872295,0.8229787937073493
0.03903903903903904,0.8032854600734719,0.7343675397093103,0.8250477184183563
0.04004004004004004,0.8060171322077256,0.7363360329203283,0.8274472921069691
0.04104104104104104,0.8092975437608351,0.7401845649567692,0.8287691831005926
0.04204204204204204,0.8118206524543081,0.7431502495198717,0.8317557753498347
0.043043043043043044,0.8144802946867978,0.7460532254511565,0.834951836335062
0.044044044044044044,0.8162683171579218,0.747360698261845,0.8355672903432759
0.04504504504504504,0.8183400243074076,0.7497233193529524,0.8361644301606168
0.04604604604604605,0.8203778355198623,0.752140480840437,0.8366855723187421
0.04704704704704705,0.8222406263555018,0.754312186981199,0.8372062373979741
0.04804804804804805,0.8241868109847161,0.755971665852323,0.8371784082043053
0.04904904904904905,0.8263086248197918,0.7598629926747466,0.839294299708177
0.050050050050050046,0.8281563443579271,0.7639052884526869,0.8423289187199106
0.05105105105105105,0.8294233616784076,0.7656652944697814,0.8438877012209925
0.05205205205205205,0.8316646042421845,0.7677027033474556,0.844272780519355
0.05305305305305305,0.8333966144914953,0.7690216065018087,0.8446575960196733
0.05405405405405406,0.8355642480788528,0.7721032169364292,0.8451971738921189
0.055055055055055056,0.8367269168369824,0.7728384673853473,0.8459382832456177
0.056056056056056056,0.8382907449750299,0.7753488684092232,0.8471511397915672
0.057057057057057055,0.8402660908231901,0.7770701689256504,0.8480779119963927
