metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,metrics/mAP50_person,metrics/mAP50_people,metrics/mAP50_cyclist,metrics/mAP50-95_person,metrics/mAP50-95_people,metrics/mAP50-95_cyclist
0.9474974683536499,0.916188618840148,0.958873031042704,0.6829181469702191,0.7105136353774676,0.9697046021668576,0.9211947182812018,0.9857197726800528,0.7285379137703349,0.6724949808355816,0.6477215463047408
