metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,metrics/mAP50_person,metrics/mAP50-95_person
0.7994535201115043,0.8021978021978022,0.8577301104996629,0.5446815660029664,0.575986420452636,0.8577301104996629,0.5446815660029664
