confidence,person_f1
0.0,0.18209718670076724
0.001001001001001001,0.18210907042269794
0.002002002002002002,0.22529360220813444
0.003003003003003003,0.25558769949060384
0.004004004004004004,0.2827568542158097
0.005005005005005005,0.3020639367286421
0.006006006006006006,0.31826684910113096
0.007007007007007007,0.3320739124466278
0.008008008008008008,0.3534580984635193
0.009009009009009009,0.36411641804010064
0.01001001001001001,0.37531671955303053
0.011011011011011011,0.3836089016785638
0.012012012012012012,0.393785746092056
0.013013013013013013,0.40125421341492695
0.014014014014014014,0.4080423554786308
0.015015015015015015,0.4180406325228567
0.016016016016016016,0.43034767481635516
0.017017017017017015,0.43697016707884645
0.018018018018018018,0.4421771634950346
0.01901901901901902,0.44940252193366587
0.02002002002002002,0.45703278580612294
0.02102102102102102,0.46370705711998544
0.022022022022022022,0.47068234514413926
0.023023023023023025,0.4754323602729368
0.024024024024024024,0.48214430363789645
0.025025025025025023,0.48508904725517543
0.026026026026026026,0.4903377711632539
0.02702702702702703,0.4953603790123428
0.028028028028028028,0.5000501948096875
0.029029029029029027,0.5011899793008899
0.03003003003003003,0.5055914134959554
0.031031031031031032,0.5127977918186839
0.03203203203203203,0.5147284885858303
0.03303303303303303,0.5205972191159103
0.03403403403403403,0.522626918240915
0.035035035035035036,0.5272004216560168
0.036036036036036036,0.5316036744807007
0.037037037037037035,0.5351599057750571
0.03803803803803804,0.5388587905458653
0.03903903903903904,0.5444118655935718
0.04004004004004004,0.550614716880806
0.04104104104104104,0.5532965763135255
0.04204204204204204,0.5569555546424425
0.043043043043043044,0.5629227479257285
0.044044044044044044,0.5669489910656649
0.04504504504504504,0.5718489454582556
0.04604604604604605,0.5750371414680632
0.04704704704704705,0.5785735077811084
0.04804804804804805,0.5807193754652835
0.04904904904904905,0.5824958552078238
0.050050050050050046,0.5846329219047813
0.05105105105105105,0.5889832532486684
0.05205205205205205,0.59013910431783
0.05305305305305305,0.5956781495823696
0.05405405405405406,0.5981045545066265
0.055055055055055056,0.6003423392155682
0.056056056056056056,0.6010993743210531
0.057057057057057055,0.6015558249776276
0.058058058058058054,0.6022067931014918
0.05905905905905906,0.6039196859029412
0.06006006006006006,0.6065629414020678
0.06106106106106106,0.6078705419572104
0.062062062062062065,0.6111786044897418
0.06306306306306306,0.6146490221294247
0.06406406406406406,0.6181832853838101
0.06506506506506507,0.6231150942127676
0.06606606606606606,0.6258490089504343
0.06706706706706707,0.6283368135800173
0.06806806806806806,0.6299604316049621
0.06906906906906907,0.6304409449292566
0.07007007007007007,0.63165741471013
0.07107107107107107,0.6351127901243921
0.07207207207207207,0.6384373467455193
0.07307307307307308,0.6408214943179871
0.07407407407407407,0.6439136021960102
0.07507507507507508,0.6487890237362047
0.07607607607607608,0.6498339339261352
0.07707707707707707,0.6503272441238992
0.07807807807807808,0.6505518299589426
0.07907907907907907,0.6485593664538576
0.08008008008008008,0.6501138575000444
0.08108108108108109,0.6525563725601893
0.08208208208208208,0.6508453957376672
0.08308308308308308,0.6526664166162851
0.08408408408408408,0.6547862981681793
0.08508508508508508,0.6554538163978366
0.08608608608608609,0.6584462975165796
0.08708708708708708,0.6602400742383032
0.08808808808808809,0.6595337846176585
0.0890890890890891,0.6589788005992709
0.09009009009009009,0.6595248371845098
0.09109109109109109,0.6604589368832474
0.0920920920920921,0.661662849677211
0.09309309309309309,0.6631375225627499
0.0940940940940941,0.6663786859149027
0.09509509509509509,0.6732738898455026
0.0960960960960961,0.67138466638078
0.0970970970970971,0.6714771296124776
0.0980980980980981,0.6722569698212677
0.0990990990990991,0.6731513396690083
0.10010010010010009,0.6749451344887044
0.1011011011011011,0.6781610235653249
0.1021021021021021,0.6790946347313532
0.1031031031031031,0.6802982079993318
0.1041041041041041,0.6828391705847254
0.10510510510510511,0.6847011669255274
0.1061061061061061,0.6860279064967978
0.10710710710710711,0.6870589328957998
0.10810810810810811,0.688624341513052
0.1091091091091091,0.6904053394157648
0.11011011011011011,0.691592881595434
0.1111111111111111,0.6933693209746954
0.11211211211211211,0.6944404008824222
0.11311311311311312,0.6950125456758438
0.11411411411411411,0.6955840753662704
0.11511511511511512,0.6976958587173182
0.11611611611611611,0.6998077701813559
0.11711711711711711,0.7036245685533674
0.11811811811811812,0.7050939055029194
0.11911911911911911,0.7054014123999741
0.12012012012012012,0.7057087397725892
0.12112112112112113,0.7060158877779297
0.12212212212212212,0.7063228565729773
0.12312312312312312,0.705379266412211
0.12412412412412413,0.7076543583394227
0.12512512512512514,0.7100711332212394
0.12612612612612611,0.7110993654314597
0.12712712712712712,0.7120075116030111
0.12812812812812813,0.7128630949184733
0.12912912912912913,0.7110218413427564
0.13013013013013014,0.710555995473571
0.13113113113113112,0.71127363846191
0.13213213213213212,0.7129415916686418
0.13313313313313313,0.7153031855162681
0.13413413413413414,0.7160707016924689
0.13513513513513514,0.7142058665800806
0.13613613613613612,0.7156252089443556
0.13713713713713713,0.7162350073956135
0.13813813813813813,0.7168440696910238
0.13913913913913914,0.718181301768868
0.14014014014014015,0.7207704382397704
0.14114114114114115,0.7218687003977005
0.14214214214214213,0.7234115410480718
0.14314314314314314,0.7246633430853422
0.14414414414414414,0.7271706180300732
0.14514514514514515,0.7284119975488553
0.14614614614614616,0.7293998071497085
0.14714714714714713,0.7308288009017704
0.14814814814814814,0.7325181007252888
0.14914914914914915,0.7332869333111119
0.15015015015015015,0.7371275109436272
0.15115115115115116,0.7376464772364031
0.15215215215215216,0.738164898702182
0.15315315315315314,0.7386827761984786
0.15415415415415415,0.739643013533046
0.15515515515515516,0.7413538054158826
0.15615615615615616,0.7440639424987138
0.15715715715715717,0.747414432311449
0.15815815815815815,0.748868017273744
0.15915915915915915,0.7505158570152173
0.16016016016016016,0.7532681113024451
0.16116116116116116,0.7538063343224015
0.16216216216216217,0.7543439616186276
0.16316316316316315,0.7552808625532748
0.16416416416416416,0.7588968581250068
0.16516516516516516,0.7604135377627398
