                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9683,                 2.5596,                 1.4243,                0.86064,                0.16803,                0.30459,                0.18156,                 1.6563,                 3.0202,                 1.3808,             0.00047204,             0.00047204,             0.00047204
