metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,metrics/mAP50_person,metrics/mAP50-95_person
0.7962544184020804,0.8803969305764232,0.8888177729423862,0.5508865491822857,0.5846796715582958,0.8888177729423862,0.5508865491822857
