metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,metrics/mAP50_person,metrics/mAP50-95_person
0.9146765448560547,0.8908296943231441,0.9490842991828597,0.677060451325704,0.7042628361114196,0.9490842991828597,0.677060451325704
