metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,metrics/mAP50_person,metrics/mAP50-95_person
0.9664191836399831,0.9702127659574468,0.9892370266009083,0.7108823703608704,0.7387178359848743,0.9892370266009083,0.7108823703608704
