metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,metrics/mAP50_person,metrics/mAP50-95_person
0.9173737412457668,0.9236641221374046,0.9692887191306871,0.6780886184307636,0.707208628500756,0.9692887191306871,0.6780886184307636
