confidence,person_precision,people_precision,cyclist_precision
0.0,0.20775043902054025,0.10800487606663958,0.2164073550212164
0.001001001001001001,0.207832198873788,0.10807895534705485,0.2164073550212164
0.002002002002002002,0.2691486339814843,0.1750601765466096,0.2867235381884326
0.003003003003003003,0.31108964494275265,0.22353109554951872,0.3334644193349798
0.004004004004004004,0.34302336514238774,0.2636121378334124,0.37055253337020794
0.005005005005005005,0.36867862943322527,0.298567371042845,0.39976154248406526
0.006006006006006006,0.39066518836120795,0.33097281475717505,0.4239460361242917
0.007007007007007007,0.40992740215801654,0.35612412603291627,0.4498441658686893
0.008008008008008008,0.4265589899056735,0.37895179368880805,0.46995001635107475
0.009009009009009009,0.44221583080043547,0.4005994653145654,0.4872431528495586
0.01001001001001001,0.4561591580436022,0.4191372432922617,0.5007917537106281
0.011011011011011011,0.4694044282717205,0.4370167155220743,0.5152205890813869
0.012012012012012012,0.48146435871205656,0.45222290241084484,0.5241725723361541
0.013013013013013013,0.49219018233179834,0.4648566165446591,0.5336322605419831
0.014014014014014014,0.5028583083057,0.47766225675024876,0.542640374130927
0.015015015015015015,0.5120651366953218,0.49011740353524064,0.5502347735055159
0.016016016016016016,0.5203582466691405,0.5029642864611167,0.558512363964673
0.017017017017017015,0.5287425572541395,0.5145438429842419,0.5690841707820554
0.018018018018018018,0.5364956696718629,0.5268186626641091,0.5771414094752778
0.01901901901901902,0.5446654634326483,0.538271518155305,0.5824496608073915
0.02002002002002002,0.5514274501334613,0.5454117371347516,0.5910954777015652
0.02102102102102102,0.5582211473122539,0.5519500678304851,0.5964226899979359
0.022022022022022022,0.5645797318093426,0.5576862803617342,0.6017903564645231
0.023023023023023025,0.57148294888048,0.5654670325745831,0.6076165317295243
0.024024024024024024,0.5776728233838422,0.571157641691198,0.6104614774591711
0.025025025025025023,0.584276437415373,0.577547723713353,0.6147505934736474
0.026026026026026026,0.5894754851987376,0.5842168271957842,0.6199137119931399
0.02702702702702703,0.5946351027441883,0.5913904022222692,0.6234297032753349
0.028028028028028028,0.6007176744006588,0.5973338429473992,0.6286778716155038
0.029029029029029027,0.6062199657042145,0.6016072007883547,0.6323322909144239
0.03003003003003003,0.6109773243484745,0.6061448096290942,0.6360880951978968
0.031031031031031032,0.6157110543837039,0.6102989199680423,0.6414404218613139
0.03203203203203203,0.6208955576908561,0.6147800435267138,0.6443219522122904
