confidence,person_recall,people_recall,cyclist_recall
0.0,0.9900329102021627,0.9837157660991858,0.9918962722852512
0.001001001001001001,0.9900329102021627,0.9837157660991858,0.9918962722852512
0.002002002002002002,0.9881523272214386,0.9777942264988897,0.9870340356564019
0.003003003003003003,0.9870239774330042,0.9740932642487047,0.9870340356564019
0.004004004004004004,0.9861777150916784,0.9696521095484826,0.9854132901134521
0.005005005005005005,0.9847672778561354,0.9681717246484086,0.9805510534846029
0.006006006006006006,0.9842031029619182,0.9674315321983715,0.9805510534846029
0.007007007007007007,0.9834508697696286,0.9652109548482606,0.9805510534846029
0.008008008008008008,0.9828866948754114,0.9652109548482606,0.9805510534846029
0.009009009009009009,0.9823225199811941,0.9637305699481865,0.9805510534846029
0.01001001001001001,0.9815702867889046,0.9637305699481865,0.9805510534846029
0.011011011011011011,0.9813822284908321,0.9637305699481865,0.9805510534846029
0.012012012012012012,0.980818053596615,0.9622501850481125,0.9805510534846029
0.013013013013013013,0.9802538787023978,0.9615099925980755,0.9805510534846029
0.014014014014014014,0.9801598495533616,0.9592894152479645,0.9805510534846029
0.015015015015015015,0.979877762106253,0.9592894152479645,0.9805510534846029
0.016016016016016016,0.9793135872120358,0.9585492227979274,0.9805510534846029
0.017017017017017015,0.978937470615891,0.9585492227979274,0.9805510534846029
0.018018018018018018,0.9785613540197461,0.9585492227979274,0.9805510534846029
0.01901901901901902,0.9779031499764927,0.9585492227979274,0.9789303079416531
0.02002002002002002,0.9776210625293841,0.9585492227979274,0.9789303079416531
0.02102102102102102,0.9771509167842031,0.9585492227979274,0.9789303079416531
0.022022022022022022,0.9769628584861307,0.9578090303478904,0.9789303079416531
0.023023023023023025,0.9767748001880583,0.9578090303478904,0.9789303079416531
0.024024024024024024,0.9766807710390221,0.9578090303478904,0.9789303079416531
0.025025025025025023,0.9758345086976963,0.9578090303478904,0.9789303079416531
0.026026026026026026,0.9755524212505877,0.9578090303478904,0.9789303079416531
0.02702702702702703,0.9754583921015515,0.9570688378978535,0.9773095623987034
0.028028028028028028,0.9750822755054067,0.9570688378978535,0.9773095623987034
0.029029029029029027,0.9744240714621533,0.9570688378978535,0.9756888168557536
0.03003003003003003,0.9740479548660085,0.9563286454478165,0.9756888168557536
0.031031031031031032,0.9739539257169723,0.9555884529977794,0.9756888168557536
0.03203203203203203,0.9737658674188998,0.9548482605477424,0.9756888168557536
0.03303303303303303,0.9735778091208275,0.9548482605477424,0.9756888168557536
0.03403403403403403,0.973389750822755,0.9548482605477424,0.9756888168557536
0.035035035035035036,0.973389750822755,0.9541080680977054,0.9756888168557536
0.036036036036036036,0.9732957216737188,0.9541080680977054,0.9756888168557536
0.037037037037037035,0.9730136342266102,0.9541080680977054,0.9756888168557536
0.03803803803803804,0.9726375176304655,0.9541080680977054,0.9756888168557536
