metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,metrics/mAP50_person,metrics/mAP50_people,metrics/mAP50_cyclist,metrics/mAP50-95_person,metrics/mAP50-95_people,metrics/mAP50-95_cyclist
0.9471005116506422,0.9168873326997624,0.95888504971381,0.687942024331073,0.7150363268693467,0.965565908551569,0.9440901837425776,0.9669990568472834,0.6786059683199696,0.7292933951764786,0.6559267094967707
