confidence,person_f1,people_f1,cyclist_f1
0.0,0.3931729155008394,0.20921818467830738,0.3731796116504854
0.001001001001001001,0.3933029983316228,0.20944696396214554,0.3731796116504854
0.002002002002002002,0.4763911213579474,0.30295715034683907,0.48052351019587103
0.003003003003003003,0.5240053374816424,0.36683160328329956,0.5430615024322872
0.004004004004004004,0.5585932326450733,0.4179965449662231,0.5813038740250434
0.005005005005005005,0.5865303672021556,0.45919198744151685,0.615080971052957
0.006006006006006006,0.6084472042102257,0.4896340878666452,0.6380503111870726
0.007007007007007007,0.6262562704331148,0.5195222010504047,0.6569403694741281
0.008008008008008008,0.6414305804163192,0.5474884337027249,0.6733830175601362
0.009009009009009009,0.6552694580184014,0.5704278490766419,0.6916964458583209
0.01001001001001001,0.6670167221456886,0.5898071564930399,0.7024073496410201
0.011011011011011011,0.6780195210381605,0.6105685899784168,0.7137304531885518
0.012012012012012012,0.6874149121500871,0.6264543742576251,0.7259367619098458
0.013013013013013013,0.6967353936996991,0.6404608484396593,0.731078411066453
0.014014014014014014,0.7048697547662401,0.6544586705057006,0.7380308303058285
0.015015015015015015,0.7126580736426615,0.6688359790083116,0.7446636046937483
0.016016016016016016,0.7210489681897166,0.680990172712038,0.7491424078397156
0.017017017017017015,0.727573499680377,0.6925301659326332,0.7559855028433593
0.018018018018018018,0.7336342935062136,0.7001996691850276,0.7599812096163173
0.01901901901901902,0.7397137497440464,0.7074973301899111,0.7665950020219157
0.02002002002002002,0.7455989837922086,0.7136703867651683,0.7703025087676928
0.02102102102102102,0.7515341338545101,0.721022041505333,0.7775620521019878
0.022022022022022022,0.7564816944976687,0.7253138918118401,0.7811427893465921
0.023023023023023025,0.7616816924342965,0.7289430341351646,0.7869667317411683
0.024024024024024024,0.7663361938892468,0.7367038296830868,0.7910597099813567
0.025025025025025023,0.7706436824598688,0.7420818165363553,0.7928646027731419
0.026026026026026026,0.774019723485662,0.7472555457206794,0.7981828361492459
0.02702702702702703,0.7781359160735947,0.7504159455615925,0.7992235628992681
0.028028028028028028,0.782027319172671,0.7569995226616888,0.8012681507552969
0.029029029029029027,0.785999597947888,0.7594024268859206,0.8045271793363805
0.03003003003003003,0.7905979228939111,0.763190432658211,0.8078453072501064
0.031031031031031032,0.7939732339188792,0.7680240165891018,0.8105673326609477
0.03203203203203203,0.7980449684362313,0.7718118464131419,0.8133980531046009
0.03303303303303303,0.8015141165427727,0.776246920615317,0.8162173107248156
