metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,metrics/mAP50_person,metrics/mAP50_people,metrics/mAP50_cyclist,metrics/mAP50-95_person,metrics/mAP50-95_people,metrics/mAP50-95_cyclist
0.9510844776025843,0.9244078317235292,0.9666037314959723,0.7144193466041884,0.7396377850933669,0.9724710200833109,0.9505783157235826,0.9767618586810232,0.708994515011922,0.7487745758169535,0.6854889489836893
