confidence,person_recall,people_recall,cyclist_recall
0.0,0.9909732016925247,0.9844559585492227,0.9967585089141004
0.001001001001001001,0.9909732016925247,0.9844559585492227,0.9967585089141004
0.002002002002002002,0.9889045604137282,0.9777942264988897,0.9967585089141004
0.003003003003003003,0.9874941231781852,0.9726128793486306,0.9967585089141004
0.004004004004004004,0.9868359191349318,0.9718726868985936,0.9967585089141004
0.005005005005005005,0.9858015984955336,0.9711324944485566,0.9967585089141004
0.006006006006006006,0.9849553361542078,0.9689119170984456,0.9951377633711507
0.007007007007007007,0.9844851904090268,0.9681717246484086,0.993517017828201
0.008008008008008008,0.9843911612599906,0.9681717246484086,0.993517017828201
0.009009009009009009,0.983638928067701,0.9674315321983715,0.993517017828201
0.01001001001001001,0.982698636577339,0.9659511472982976,0.9918962722852512
0.011011011011011011,0.982228490832158,0.9659511472982976,0.9918962722852512
0.012012012012012012,0.9818523742360131,0.9652109548482606,0.9918962722852512
0.013013013013013013,0.9814762576398683,0.9652109548482606,0.9918962722852512
0.014014014014014014,0.9810061118946873,0.9652109548482606,0.9918962722852512
0.015015015015015015,0.9805359661495063,0.9652109548482606,0.9918962722852512
0.016016016016016016,0.9802538787023978,0.9652109548482606,0.9902755267423015
0.017017017017017015,0.9801598495533616,0.9652109548482606,0.9902755267423015
0.018018018018018018,0.9796897038081805,0.9644707623982235,0.9902755267423015
0.01901901901901902,0.9793135872120358,0.9644707623982235,0.9902755267423015
0.02002002002002002,0.978937470615891,0.9637305699481865,0.9886547811993517
0.02102102102102102,0.9785613540197461,0.9629903774981495,0.9886547811993517
0.022022022022022022,0.9781852374236013,0.9622501850481125,0.9886547811993517
0.023023023023023025,0.9779971791255289,0.9615099925980755,0.9886547811993517
0.024024024024024024,0.9774330042313117,0.9615099925980755,0.9886547811993517
0.025025025025025023,0.9771509167842031,0.9615099925980755,0.9870340356564019
0.026026026026026026,0.9765867418899858,0.9615099925980755,0.9870340356564019
0.02702702702702703,0.9764927127409497,0.9615099925980755,0.9870340356564019
0.028028028028028028,0.9762106252938411,0.9615099925980755,0.9870340356564019
0.029029029029029027,0.9760225669957687,0.9615099925980755,0.9870340356564019
0.03003003003003003,0.9756464503996238,0.9615099925980755,0.9870340356564019
0.031031031031031032,0.9749882463563705,0.9600296076980015,0.9870340356564019
0.03203203203203203,0.9749882463563705,0.9600296076980015,0.9870340356564019
0.03303303303303303,0.9746121297602257,0.9600296076980015,0.9870340356564019
0.03403403403403403,0.9742360131640808,0.9592894152479645,0.9870340356564019
0.035035035035035036,0.9742360131640808,0.9592894152479645,0.9870340356564019
0.036036036036036036,0.9742360131640808,0.9585492227979274,0.9870340356564019
0.037037037037037035,0.9740479548660085,0.9578090303478904,0.9870340356564019
0.03803803803803804,0.973859896567936,0.9575502110232307,0.9870340356564019
0.03903903903903904,0.973389750822755,0.9562518484519921,0.9870340356564019
0.04004004004004004,0.9732016925246827,0.9555884529977794,0.9870340356564019
0.04104104104104104,0.9728255759285378,0.9548482605477424,0.9870340356564019
0.04204204204204204,0.9727315467795017,0.9548482605477424,0.9854132901134521
0.043043043043043044,0.9725434884814292,0.9548482605477424,0.9854132901134521
0.044044044044044044,0.972449459332393,0.9548482605477424,0.9854132901134521
0.04504504504504504,0.971979313587212,0.9548482605477424,0.9854132901134521
0.04604604604604605,0.9716972261401035,0.9548482605477424,0.9837925445705025
0.04704704704704705,0.9714151386929948,0.9548482605477424,0.9837925445705025
0.04804804804804805,0.9713211095439587,0.9548482605477424,0.9837925445705025
0.04904904904904905,0.9709449929478138,0.9548482605477424,0.9837925445705025
0.050050050050050046,0.9706629055007052,0.9548482605477424,0.9837925445705025
0.05105105105105105,0.9703808180535967,0.9548482605477424,0.9837925445705025
0.05205205205205205,0.9702867889045604,0.9548482605477424,0.9837925445705025
0.05305305305305305,0.9699106723084157,0.9548482605477424,0.9837925445705025
0.05405405405405406,0.9699106723084157,0.9548482605477424,0.9837925445705025
0.055055055055055056,0.9698166431593794,0.9548482605477424,0.9837925445705025
0.056056056056056056,0.9697226140103432,0.9548482605477424,0.9837925445705025
0.057057057057057055,0.969628584861307,0.9548482605477424,0.9837925445705025
0.058058058058058054,0.9692524682651622,0.9548482605477424,0.9837925445705025
0.05905905905905906,0.9690644099670898,0.95456325566189,0.9837925445705025
0.06006006006006006,0.9689703808180536,0.9541080680977054,0.9837925445705025
0.06106106106106106,0.9688100397651831,0.9533678756476683,0.9837925445705025
0.062062062062062065,0.9687823225199812,0.9533678756476683,0.9837925445705025
0.06306306306306306,0.968537679629265,0.9533678756476683,0.9837925445705025
0.06406406406406406,0.9683121767748002,0.9533678756476683,0.9837925445705025
0.06506506506506507,0.968218147625764,0.9533678756476683,0.9837925445705025
0.06606606606606606,0.9679360601786554,0.9533678756476683,0.9837925445705025
0.06706706706706707,0.9679360601786554,0.9533678756476683,0.9837925445705025
0.06806806806806806,0.9679360601786554,0.9533678756476683,0.9837925445705025
0.06906906906906907,0.9679360601786554,0.9526276831976314,0.9837925445705025
0.07007007007007007,0.9676539727315467,0.9526276831976314,0.9837925445705025
0.07107107107107107,0.9674659144334744,0.9518874907475944,0.9837925445705025
0.07207207207207207,0.9674659144334744,0.9518874907475944,0.9837925445705025
0.07307307307307308,0.9673718852844382,0.9511472982975574,0.9837925445705025
0.07407407407407407,0.9669017395392572,0.9504071058475203,0.9837925445705025
0.07507507507507508,0.9666196520921486,0.9504071058475203,0.9829392010596024
