confidence,person_precision,people_precision,cyclist_precision
0.0,0.24523560209424083,0.117046554607058,0.22956326987681971
0.001001001001001001,0.24533682653524783,0.11718978050971471,0.22956326987681971
0.002002002002002002,0.313773614421792,0.17924733242709448,0.3165683759413717
0.003003003003003003,0.3566218375917467,0.22604312153694672,0.3731939157508771
0.004004004004004004,0.389547170007894,0.26625576739384726,0.41029187785265026
0.005005005005005005,0.41745283072383754,0.3006839580770441,0.44477013859471953
0.006006006006006006,0.44018318125870504,0.3275898782972288,0.4695578460517453
0.007007007007007007,0.45917445781919874,0.3550107016016663,0.4907033642557394
0.008008008008008008,0.4756980187655327,0.3816545392654143,0.5092809872990752
0.009009009009009009,0.4912686139858421,0.40445297940464797,0.5305274822130717
0.01001001001001001,0.5048415296405004,0.42450410803532673,0.5437203695591574
0.011011011011011011,0.5176855550987325,0.4463516127172296,0.5574109964685844
0.012012012012012012,0.5288296939861803,0.46370834266403116,0.5724455680683209
0.013013013013013013,0.5400568631707576,0.47922363366771153,0.5788662642902122
0.014014014014014014,0.5500423019299542,0.49506965315719487,0.5876324669714558
0.015015015015015015,0.5597397593179131,0.511711329551146,0.5960873237902846
0.016016016016016016,0.5702578044163444,0.5260785006406725,0.6024461458445913
0.017017017017017015,0.5784956646531033,0.5399807423294012,0.611346564212695
0.018018018018018018,0.5863649427886192,0.5496045452393488,0.6165896990227981
0.01901901901901902,0.5943094161606041,0.5586505650082361,0.6253441123429347
0.02002002002002002,0.6020863309282495,0.566642946338208,0.6309517877066604
0.02102102102102102,0.6100109733653508,0.5762332602434953,0.6407518531125675
0.022022022022022022,0.6167065131847057,0.582005750775649,0.6456294982315661
0.023023023023023025,0.6237248987750345,0.5869688806344976,0.6536254950609076
0.024024024024024024,0.6302259136117883,0.5970989188115782,0.6592919382822292
0.025025025025025023,0.6361931273183657,0.6041968164470325,0.6625313669048093
0.026026026026026026,0.641050747892949,0.6110864133255244,0.6699919366250741
0.02702702702702703,0.6467586235368583,0.6153248717165173,0.6714598000252815
0.028028028028028028,0.6522789957766075,0.6242279864018038,0.6743511170319552
0.029029029029029027,0.6579102801162154,0.6275025816165725,0.6789807129135059
0.03003003003003003,0.6645536267907146,0.632692300045626,0.6837208450840109
0.031031031031031032,0.6696473951121483,0.6400201973969947,0.6876295982885272
0.03203203203203203,0.6754606917957693,0.6452984297147025,0.6917138810825021
0.03303303303303303,0.6806294994744418,0.651523007818335,0.695801474248898
0.03403403403403403,0.6856682704341717,0.6551503923010622,0.7003355203910605
0.035035035035035036,0.6912132460296563,0.6592372521607187,0.7047744657536796
0.036036036036036036,0.695314208903894,0.6627137896091719,0.7087177371827608
0.037037037037037035,0.6999208729086183,0.6654564275000605,0.7103512891008945
0.03803803803803804,0.704583914095692,0.6676386717726804,0.7144280157855551
0.03903903903903904,0.7080320538953996,0.6714999487188842,0.7207585384718581
0.04004004004004004,0.71137139747967,0.6739869060988778,0.7224085136511601
0.04104104104104104,0.7156469647635221,0.6785213850728039,0.7270254028990131
0.04204204204204204,0.7192563021984321,0.6836436595464457,0.7311101281688651
0.043043043043043044,0.722714101003904,0.6872695582994258,0.7357091270169523
0.044044044044044044,0.725992461300459,0.6918598588008544,0.7391929075897263
0.04504504504504504,0.7293955975969797,0.6972696824361291,0.7402308656961134
0.04604604604604605,0.7323803601346319,0.7020887405529517,0.7415390131713043
0.04704704704704705,0.7359220734222203,0.7061205799863729,0.743533487056121
0.04804804804804805,0.7393290317709854,0.7111708747956476,0.7485399558013341
0.04904904904904905,0.7431309314193567,0.714732949773121,0.7530419447654073
0.050050050050050046,0.7463072372742034,0.7186453376887247,0.7561659152925218
0.05105105105105105,0.749027798760193,0.7227238063459923,0.7573277500319255
0.05205205205205205,0.7522410082238717,0.727887697554178,0.7606099295490025
0.05305305305305305,0.7557403735644331,0.7329363561875267,0.7643594386899181
0.05405405405405406,0.7582330863728133,0.7348872000883172,0.76593549948739
0.055055055055055056,0.7613727804554359,0.7386316497676852,0.7696607963358768
0.056056056056056056,0.7635332099409596,0.7440668102308439,0.7714258639970247
0.057057057057057055,0.7662557748006903,0.7453528431723327,0.7717938845180266
0.058058058058058054,0.7685918666954521,0.748176277355036,0.7721619050390285
0.05905905905905906,0.770752065923024,0.7534492018537514,0.7735376842626086
0.06006006006006006,0.7731915849134333,0.7552379438089094,0.7753634232238475
0.06106106106106106,0.7751328830285996,0.7570492601552749,0.7774978572283048
0.062062062062062065,0.7776873854546449,0.7594403785118554,0.7791245633566753
0.06306306306306306,0.7796599606724199,0.7606801103456055,0.7796545108143444
0.06406406406406406,0.7820786468174016,0.7634904141108757,0.7801092667795219
0.06506506506506507,0.7850973316314045,0.7671596580444157,0.7825003530096862
