confidence,person_precision,people_precision,cyclist_precision
0.0,0.22448377581120943,0.1057217542840546,0.3090727816550349
0.001001001001001001,0.22458025116025526,0.10574881160807144,0.3090727816550349
0.002002002002002002,0.3017978316766712,0.16434623295233414,0.4222385869010253
0.003003003003003003,0.35684437094674487,0.2105357148032834,0.48662911332863024
0.004004004004004004,0.39762633608549675,0.25409197130456357,0.5294313473964182
0.005005005005005005,0.4319408611649327,0.2930362927815529,0.5605258201700262
0.006006006006006006,0.4610202354348939,0.32169952509538785,0.5865959809355404
0.007007007007007007,0.48698186767144885,0.3541034925771023,0.6106968982523704
0.008008008008008008,0.5099091445643675,0.3797724289110813,0.62995639871892
0.009009009009009009,0.5283818335814389,0.40076211448861215,0.6427175595309208
0.01001001001001001,0.5455449096464593,0.4205543668959972,0.6574385102437108
0.011011011011011011,0.5606569036965768,0.44043277050349394,0.6670709838145905
0.012012012012012012,0.5754069386697989,0.4574349998309191,0.6836939488001228
0.013013013013013013,0.5885746023188132,0.47366261464634063,0.6896448626472274
0.014014014014014014,0.599462248632163,0.4913482389539588,0.7010528362294682
0.015015015015015015,0.6115889608650007,0.5031453687912438,0.7074184207650677
0.016016016016016016,0.621058117362847,0.5199644982662414,0.7179819217368835
0.017017017017017015,0.6307370264078483,0.5345874453400681,0.7242729435290017
0.018018018018018018,0.641464285518573,0.5426599565255456,0.7279040685488877
0.01901901901901902,0.6500771958665388,0.5565990132345714,0.7406590572223272
0.02002002002002002,0.6572409354738473,0.5663557493333354,0.7484026081569366
0.02102102102102102,0.664618167455785,0.5817377742907593,0.7528057088640793
0.022022022022022022,0.6699622534002287,0.5893512261875272,0.7613899839637149
0.023023023023023025,0.6755972996031735,0.59540782277317,0.7677920066835703
0.024024024024024024,0.6825315321050245,0.6012780030965454,0.7690283872509488
0.025025025025025023,0.6893933061923178,0.6070810213165541,0.7743917436879704
0.026026026026026026,0.6947862134879799,0.6181313067456706,0.7769466189621977
0.02702702702702703,0.6996053994102344,0.6268457744123901,0.781147756974219
0.028028028028028028,0.7049017769452048,0.6312119421245783,0.783101368187201
0.029029029029029027,0.7083749579288099,0.6360780266653,0.7929888957632176
0.03003003003003003,0.7119746361877217,0.6460547922512632,0.7970042870002609
0.031031031031031032,0.7153189302215045,0.6552656401914253,0.8002627231712407
0.03203203203203203,0.719599519536991,0.6591868265495935,0.8032543891869655
0.03303303303303303,0.7241467283808067,0.6658565561801747,0.8081100108168578
0.03403403403403403,0.7279754441230601,0.6714280181853423,0.8104081334798824
0.035035035035035036,0.7314068329650483,0.6755914820046802,0.8131433302705419
0.036036036036036036,0.7337299394386931,0.6816722541173555,0.8148663326569285
0.037037037037037035,0.7374296206196768,0.6860783966964017,0.8164162048155719
0.03803803803803804,0.7412552138771505,0.6915274943732409,0.8198529471799246
0.03903903903903904,0.744473694623247,0.696579148100571,0.8239139258086062
0.04004004004004004,0.7467724015827217,0.7020300059670271,0.8272901669058352
0.04104104104104104,0.7494985120768405,0.7056277515038959,0.8281720130239683
0.04204204204204204,0.7523521226936275,0.7129716926615769,0.8290538591421014
0.043043043043043044,0.7553391147950987,0.7169128314498942,0.8300180499448002
0.044044044044044044,0.7584071952739874,0.7193143798800598,0.8310086973395383
0.04504504504504504,0.7614489644731331,0.7202047202493812,0.8323352792182809
0.04604604604604605,0.7642914346733488,0.7221007453587599,0.834504864660105
0.04704704704704705,0.7667835635241177,0.7262956061831467,0.8360702945380424
0.04804804804804805,0.7697760568317352,0.729919974553737,0.8368647638288699
0.04904904904904905,0.7717297071610942,0.7347337241728852,0.8376592331196974
0.050050050050050046,0.7735260781080321,0.7385051530268126,0.8426505664095038
0.05105105105105105,0.775154543916222,0.740452902531215,0.8444807783477629
0.05205205205205205,0.7774759187105057,0.7418574258161954,0.8460512519703847
0.05305305305305305,0.7798253791821702,0.7437609127818732,0.8479811439628209
0.05405405405405406,0.7831364291729701,0.7456830755776795,0.8531170027779625
0.055055055055055056,0.7856914541117007,0.7474157197405054,0.856140816240716
0.056056056056056056,0.787647532740839,0.7487642631126431,0.8624899900259699
0.057057057057057055,0.7893334127363144,0.7507991988065954,0.8660113091765519
