metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,metrics/mAP50_person,metrics/mAP50_people,metrics/mAP50_cyclist,metrics/mAP50-95_person,metrics/mAP50-95_people,metrics/mAP50-95_cyclist
0.9621583369156398,0.9335022422431668,0.9622664458252208,0.6729811737760522,0.701909700980969,0.9766077763639751,0.9210844216369816,0.9891071394747056,0.7223859508039623,0.6514622183431119,0.6450953521810827
